UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
9298,M9297,M,303.2161542709071,311.0788299537401,1325.6272784869343,51.55279103322787,220,0,No Failure
9299,M9298,H,301.5908654136149,310.4230962439934,1163.46217231982,35.395379294522236,3,0,No Failure
9300,M9299,L,300.0583488535362,309.74835948531523,1374.307003499707,36.61633330991269,90,0,No Failure
9301,M9300,L,300.5395678587999,311.1093839807608,1253.495949961755,36.522654361001166,137,0,No Failure
9302,M9301,L,300.0231877186507,308.92884392259674,1624.8113463831373,20.49428892869797,161,0,No Failure
9303,M9302,M,297.9481133206011,309.18001894463544,1350.1682948819382,25.333943643386178,90,0,No Failure
9304,M9303,L,300.0492947564211,308.06620671969824,1555.324258303316,30.482177873853175,185,0,No Failure
9305,M9304,M,297.330346364823,310.77435369502024,1649.5812881446864,46.16016719214461,7,0,No Failure
9306,M9305,L,299.75184554779395,309.18965871369073,1734.2684823017044,15.007555402814457,125,0,No Failure
9307,M9306,L,303.27221022119267,310.0156956132758,1429.3150917377939,45.41306732463362,179,0,No Failure
9308,M9307,M,301.64571844556673,311.0025764005747,1562.1274997879589,43.430984370676825,115,0,No Failure
9309,M9308,L,298.15376163152695,311.3708507554994,1568.500300112701,21.85110385462587,98,0,No Failure
9310,M9309,L,299.85514186071543,309.97085364850943,1754.4182763044364,36.830278922470775,27,0,No Failure
9311,M9310,L,298.3312473764905,310.38423743627135,1656.7116158167892,51.63860444414444,136,0,No Failure
9312,M9311,L,299.8749724636456,309.09614975395635,1760.6689977573421,29.29478695425881,243,0,No Failure
9313,M9312,M,302.08221563304915,311.68337334300753,1167.069708343877,34.48023306111261,161,0,No Failure
9314,M9313,L,301.3060158766198,309.83384943970066,1367.1457979856298,67.6105596651758,186,0,No Failure
9315,M9314,L,304.96828816149065,310.0802849518681,1706.3633668447853,43.2589787530611,221,0,No Failure
9316,M9315,L,302.3849548050151,309.59314692773677,1616.140367379565,37.42006049081281,144,0,No Failure
9317,M9316,M,300.4080007621554,311.19924899841374,1474.990890855494,35.22941378554893,123,0,No Failure
9318,M9317,L,301.3542999482666,310.19959392308317,1405.1900233279976,43.73059621691719,32,0,No Failure
9319,M9318,M,299.5951136516333,310.76093457741365,1657.7369089257859,46.84908283222166,55,0,No Failure
9320,M9319,M,297.744991505827,310.3539581399789,1104.0845857121756,18.442384878294206,60,0,No Failure
9321,M9320,L,302.61155315657504,309.779590616784,1658.438237062547,17.66064441710043,220,0,No Failure
9322,M9321,M,302.0179829538633,310.9294685612996,1518.137653208163,30.019528268578373,112,1,No Failure
9323,M9322,M,299.5178915708121,310.3453161945754,1402.232096481547,38.46156603153337,36,0,No Failure
9324,M9323,L,300.5478714738627,309.03902093915275,1600.488180380629,40.75569264358672,12,0,No Failure
9325,M9324,L,302.4818783747696,309.0107886161906,1422.7901835429768,22.965414463286045,156,0,No Failure
9326,M9325,H,301.692702852412,310.1488267290316,1505.803746945174,37.952163462844275,39,0,No Failure
9327,M9326,M,297.0737974975006,310.90745790238765,1490.7508398219284,39.28161101097637,102,0,No Failure
9328,M9327,L,300.48724004297964,311.6394205485064,1648.9059847966928,31.501525899971103,54,0,No Failure
9329,M9328,L,299.6647369490233,308.2227865424192,1531.8363642366526,34.65509645611211,13,0,RNF
9330,M9329,M,302.2260013982774,310.0256598490987,1118.176069777345,32.734991497649915,7,0,No Failure
9331,M9330,M,302.06208547756535,310.489647662175,1221.5812394993554,44.64300306421891,159,0,No Failure
9332,M9331,M,302.6372156563561,310.29566913499474,1283.1667593602147,40.06869524110812,138,0,No Failure
9333,M9332,L,297.76421132255956,311.0093271050337,1591.3089333557164,28.577163308747608,226,0,No Failure
9334,M9333,M,298.4317769318875,310.6555339764915,1611.370484304551,49.55046749024827,68,0,No Failure
9335,M9334,L,302.2281648722709,309.0144998164197,1834.071436950841,26.327073701569965,177,0,No Failure
9336,M9335,L,298.8167083693151,308.9852083113093,1297.1139178064877,22.8709132560158,164,0,No Failure
9337,M9336,M,296.9571340381714,310.3124548561517,1761.8505939775632,37.548492884717646,44,0,No Failure
9338,M9337,H,301.0651929752281,310.9905054244225,1112.424267004644,37.4978037065374,196,0,No Failure
9339,M9338,L,298.90556311946807,310.1434175529527,1503.5515914982243,40.72787022158534,65,0,No Failure
9340,M9339,L,303.5795815406168,308.4220669304317,1549.0406800089388,28.186789909033816,153,0,No Failure
9341,M9340,M,300.59236910797694,308.95282858468374,1548.318051313886,48.93080465316402,29,0,No Failure
9342,M9341,L,300.3205185732833,310.6915158558653,1438.0808964485907,57.147378468810295,76,0,No Failure
9343,M9342,M,299.2615122167685,309.65135490908284,1523.5791183720899,39.783516178812135,123,0,No Failure
9344,M9343,M,303.18167066785395,310.1179573032033,1252.9560858729403,43.16010410686477,37,1,No Failure
9345,M9344,L,300.71710891977966,311.0654180391518,1673.0322973592845,18.848589937514923,240,0,No Failure
9346,M9345,H,299.18300096368756,308.79779095238007,1549.958086690688,35.6511005165256,103,0,No Failure
9347,M9346,M,298.4118325867891,309.58575734409806,1572.4466826963737,33.040035051020226,154,0,No Failure
9348,M9347,M,299.8530538908716,309.47712718662603,1444.1967076891838,31.41895307603641,80,0,No Failure
9349,M9348,M,298.0447063256904,310.3554025365279,1434.4040750502331,33.42499183537679,178,0,No Failure
9350,M9349,M,302.0577548833579,310.772888178272,1604.9461788330536,34.422848944234175,142,0,No Failure
9351,M9350,L,296.38331589195155,308.5197325431012,1817.9947699914817,25.450670350409254,61,0,No Failure
9352,M9351,L,299.72097194333384,309.9944636408337,1221.2737818801543,35.12732035888973,96,0,No Failure
9353,M9352,M,301.22026709017587,310.8693291040462,1211.1859650412218,29.5831856729541,29,0,No Failure
9354,M9353,L,300.68423884021934,308.1452135485392,1553.2410624777847,47.8833335264417,159,0,No Failure
9355,M9354,L,298.56543405396866,309.9356075585604,1433.5599827291367,43.303296990842476,177,0,No Failure
9356,M9355,M,301.3205174134131,308.78421555921676,1524.8211543344987,43.31700013297238,6,0,No Failure
9357,M9356,M,298.2279212232282,309.3584330964505,1495.2421370801321,49.76786386591852,38,0,No Failure
9358,M9357,L,299.9552306870064,307.4949654105185,1624.4018735707386,31.73720871285407,188,0,No Failure
9359,M9358,M,301.3036831439607,311.392734118755,1442.767313956011,42.69789023911201,15,0,No Failure
9360,M9359,M,300.9258255589862,309.6441708725965,1258.3576420201464,50.70219785267611,202,0,No Failure
9361,M9360,L,298.64992197716106,309.19280813596407,1342.0292077816057,31.03838944175881,164,0,No Failure
9362,M9361,M,302.39498903312875,310.32826704545715,1467.9096690211009,19.70828745252072,52,0,No Failure
9363,M9362,L,300.1733891429711,308.95768976731273,1249.0059062257205,33.0930743078261,77,0,No Failure
9364,M9363,L,301.4859908218783,308.8627554711187,1492.629218649803,49.565208265685484,150,0,No Failure
9365,M9364,L,303.0582020133465,311.5103291698137,1512.1509311429004,30.46930290425441,121,0,No Failure
9366,M9365,L,302.23504109754924,311.8086630283268,1428.4392800257704,35.34900796858079,186,0,No Failure
9367,M9366,L,302.2402588126621,309.4079363277175,1541.8444267583588,32.203049287197,94,0,No Failure
9368,M9367,M,300.38535985969895,311.0673547099162,1177.144283827538,38.09646374106627,27,0,No Failure
9369,M9368,M,301.587870241821,310.3560404439881,1309.3631322873523,29.51497707218801,233,0,No Failure
9370,M9369,L,300.42719314912864,308.5861687082897,1271.460222739279,25.168757443839958,196,0,No Failure
9371,M9370,M,297.5813510644432,309.0718681061502,1675.9713475894846,35.591530957996824,87,0,No Failure
9372,M9371,L,300.6054875850101,311.55109979919695,1961.2328005161269,37.295912129220085,178,0,No Failure
9373,M9372,L,300.5127219674769,308.5732049671758,1323.836084005545,51.16481354420736,209,1,No Failure
9374,M9373,M,301.16745872304364,312.2809993380749,1452.9515526065127,40.66262174896313,249,0,No Failure
9375,M9374,L,299.7440060495732,309.42863782408824,1361.3141514769038,28.2828491069732,195,0,No Failure
9376,M9375,L,298.4770888864723,311.58081490629326,1544.2450481615888,32.683180808074866,214,0,No Failure
9377,M9376,M,301.31301216635046,309.69443620535714,1378.318270115969,47.134928020672575,200,0,No Failure
9378,M9377,L,297.3734554254955,310.79990359150116,1556.5559753494374,35.76183704975076,114,0,No Failure
9379,M9378,M,302.9176382717129,311.3950331401207,1633.0053233443173,29.06893107564983,138,0,No Failure
9380,M9379,L,299.53716387759,311.38995381768103,1255.2350124218485,40.82329018125365,34,0,No Failure
9381,M9380,L,300.49105634411234,309.415634469207,1554.3028631049938,32.101118270244946,138,0,No Failure
9382,M9381,L,301.11711630656316,309.14261190010086,1141.1887953561907,44.781448255372375,198,0,No Failure
9383,M9382,L,301.1813760896884,309.91878799024886,1448.6932071119093,43.62966143429034,16,0,No Failure
9384,M9383,L,297.18203140009655,308.69952037896604,1435.2639149038462,28.526197584797536,54,1,No Failure
9385,M9384,L,301.64817316108855,310.2392641756106,1454.1725898969817,57.849685555575064,81,0,No Failure
9386,M9385,M,300.60630765675256,309.1792033477225,1437.587908721757,38.77051155407177,25,0,No Failure
9387,M9386,H,298.72947723088276,311.0827097735429,1401.0145758867222,13.362248034613682,46,0,No Failure
9388,M9387,L,298.5006660981082,309.42988758378186,1446.843564321023,43.80554757448317,240,0,No Failure
9389,M9388,L,299.3318938358863,308.25774103052,1547.62753835537,14.017273483816432,25,0,No Failure
9390,M9389,L,297.402516626779,311.4009147761693,1553.2514414775496,50.39830019808007,56,0,No Failure
9391,M9390,H,303.444534781974,310.18336800333185,1523.0398689399265,40.57062423921721,208,0,No Failure
9392,M9391,H,302.9723026502867,310.0291348904201,1385.2805152707049,38.53818076578232,119,0,No Failure
9393,M9392,L,300.9034004019519,311.0943947849462,1716.0673296509565,39.15350238507951,201,0,No Failure
9394,M9393,M,299.5532031673158,310.8715765022982,1805.0710167316402,45.01744345453627,221,0,No Failure
9395,M9394,L,299.6057840241252,309.2381464559896,1242.3171369909496,34.348448554332286,78,0,No Failure
9396,M9395,L,301.51613141234793,309.55021839397386,1532.853831189984,39.05108446874067,246,0,No Failure
9397,M9396,L,303.5156537990039,308.8870447499407,1406.3716134951014,40.33373168919663,175,0,No Failure
9398,M9397,L,298.85920652080654,308.5355479448752,1685.119610579,10.340442418558634,238,0,No Failure
9399,M9398,L,297.76482791475337,310.5785925349154,1497.4811597582984,45.093030578808666,25,0,No Failure
9400,M9399,L,303.09528154719055,310.39218431004167,1510.6355895806273,46.78102625967776,40,0,No Failure
9401,M9400,M,296.4257228248311,310.7608292115225,1598.9935646782887,43.67430603432786,155,0,No Failure
9402,M9401,L,297.9829383834947,311.28160544149597,1440.4922082939488,42.96717070424242,244,0,No Failure
9403,M9402,L,299.5062842149783,310.77447479492565,1835.4962154795999,55.114521721018306,146,0,No Failure
9404,M9403,L,296.8791330643899,310.86345947630525,1601.94794566331,38.709461000281976,0,0,No Failure
9405,M9404,L,302.2242981256132,307.92203874182786,1686.3214989949659,39.05368679797757,33,0,No Failure
9406,M9405,L,301.7138105410102,309.693014758075,1455.8888808071736,32.628501065638964,101,1,No Failure
9407,M9406,L,298.8504135455694,310.96457649467,1475.4288676828126,20.01262080126626,87,0,No Failure
9408,M9407,L,302.5592282383555,308.8317912637948,1662.324971912801,43.729381480270874,168,0,No Failure
9409,M9408,L,302.89858485680764,310.0916713828378,1642.2364536519171,33.70810730394825,87,0,No Failure
9410,M9409,L,299.77365870341987,310.5194644406135,1250.2662935334747,19.90347631557642,209,0,No Failure
9411,M9410,L,299.09866364486396,310.44285349383847,1525.5265192965637,38.39811860886287,64,0,No Failure
9412,M9411,M,304.519204055485,310.3687963079583,1594.7675891132853,38.11859716456688,73,0,No Failure
9413,M9412,M,301.4423236441683,310.5989127190456,1473.9398750006605,36.84832327225467,3,0,No Failure
9414,M9413,L,300.5126493059377,310.18074389492824,1575.7855131366653,40.50668883081154,141,0,No Failure
9415,M9414,L,302.72709189327924,308.53707179260897,1482.401150430861,23.540333933962007,190,0,No Failure
9416,M9415,L,300.60386127000606,310.5069555354035,1050.6498112088711,49.07149317665678,20,0,No Failure
9417,M9416,L,298.9887588281616,310.28474656055374,1237.8217120055667,43.48532086999953,63,0,No Failure
9418,M9417,L,300.1603195209751,308.55025154914455,1694.9968868385638,51.577706060942845,153,0,No Failure
9419,M9418,L,302.07730857463946,311.3797352110866,1451.1239499155338,33.60398148915923,101,0,No Failure
9420,M9419,L,296.0156288673016,310.53383769974806,1537.9381990484862,43.45187265073835,243,0,No Failure
9421,M9420,H,299.42393852112156,308.6196516790225,1499.2686394017608,20.4634939600733,68,0,No Failure
9422,M9421,L,302.7661147971632,309.1827748360279,1334.9403402342723,30.81584890550126,206,0,No Failure
9423,M9422,L,298.97626319781295,309.43594795825385,1406.5843056353883,25.42854173891355,151,0,No Failure
9424,M9423,L,303.0922171208628,309.43523656119936,1565.7898953676336,41.74878758806049,9,0,No Failure
9425,M9424,H,302.8294876387196,310.2930501888184,1586.1992271394358,28.105643702832424,98,0,No Failure
9426,M9425,M,299.8689417690221,309.02364824894175,1937.6818940960632,34.77642269027985,208,0,No Failure
9427,M9426,L,298.86292139022197,311.1281367471219,1404.4515642444776,39.11043896053564,31,0,No Failure
9428,M9427,M,299.4252822517007,311.045803451368,1834.1278316651783,35.075513532975194,72,0,No Failure
9429,M9428,L,305.3292289840029,310.6193173095996,1327.9170234198928,25.98844907262489,158,0,No Failure
9430,M9429,M,303.74884889386647,310.04424177539386,1597.7200387490716,55.61107295575107,232,0,No Failure
9431,M9430,M,300.2507819436135,310.9374475151515,1535.574523906367,40.30394735786061,142,0,No Failure
9432,M9431,L,298.7836928967592,309.724052277196,1474.8268897649627,55.70100642751962,177,0,No Failure
9433,M9432,M,300.2340820711625,309.27551113861676,1498.8683096274588,28.831958739157677,2,0,No Failure
9434,M9433,L,300.48765385323355,311.1901096456197,1375.477001618822,35.39303617873383,103,0,No Failure
9435,M9434,L,297.5132825247813,310.317542757019,1680.7809110927692,40.0208127490585,34,0,No Failure
9436,M9435,L,300.1600825384305,309.3159423594186,1331.4769918822183,54.47490915459935,114,0,No Failure
9437,M9436,M,302.6448086496235,309.58225763295843,1563.5051840629787,55.63032962198385,53,0,No Failure
9438,M9437,L,296.40128663756707,309.2635720162347,1651.171666715476,34.80932443378873,204,0,No Failure
9439,M9438,L,301.6531679302745,312.0221748588286,1776.8406186775437,31.854416533507194,85,0,No Failure
9440,M9439,M,302.74959594010954,310.0040984374505,1694.3538937795954,39.09635202148795,111,0,No Failure
9441,M9440,L,298.87888530981127,310.15777131125367,1614.4858892795448,51.15401988556998,198,0,No Failure
9442,M9441,L,303.3883515163821,310.72121904786195,1372.4536073700015,40.50874000790419,249,0,No Failure
9443,M9442,L,298.6193258751033,308.784639017393,1342.8449695387171,42.33295872611643,83,0,No Failure
9444,M9443,L,300.8821653237208,311.0965472662862,1272.284222974064,51.061278708083705,100,0,No Failure
9445,M9444,L,299.38645463067274,309.39215386921217,1253.146886114651,49.44819198649736,153,0,No Failure
9446,M9445,L,299.3860072856748,311.83001628611515,1499.7191923711314,49.8347575265621,82,0,RNF
9447,M9446,H,298.7654018604839,309.6873412699854,1354.5166595266955,46.220422687483094,221,0,No Failure
9448,M9447,M,301.39715096172404,311.0376400147632,1739.8451268979197,53.5209666013759,97,0,No Failure
9449,M9448,L,301.6976109154629,307.5032018828809,1384.2076816879141,27.849509789438883,34,0,No Failure
9450,M9449,L,299.8711556008456,308.82486692391404,1518.8511674743365,62.49262666325244,155,0,No Failure
9451,M9450,L,297.2800635726555,309.70639284100235,1447.0712463119658,50.60359165732801,98,0,No Failure
9452,M9451,M,300.8063403332688,307.9692170018751,1219.22851252317,38.39691650789555,225,0,No Failure
9453,M9452,L,300.8440287188214,310.6008844488414,1717.8881663160637,51.09714739261891,239,0,No Failure
9454,M9453,L,299.5665699772271,310.31295812543624,1639.0964169289987,36.5255359574707,112,0,No Failure
9455,M9454,M,303.7344625743616,309.00917235014015,1662.1044177846097,44.74825527622048,122,0,No Failure
9456,M9455,L,296.8721414701987,309.9840413701355,1618.9893320497908,45.91974871864409,143,0,No Failure
9457,M9456,L,295.56543257949284,310.80647722992313,1348.102993000976,48.62151638187986,175,0,No Failure
9458,M9457,M,298.53833020060466,307.89695048313,1351.9902069526445,35.40325356487871,242,0,No Failure
9459,M9458,M,301.4208490681829,308.72651098376537,1590.3975282386232,48.833834339091055,223,0,No Failure
9460,M9459,L,297.8883107251323,309.66491170077666,1808.5839131968403,35.58098156002356,80,0,RNF
9461,M9460,M,298.03805816294783,310.0237236266325,1577.1957795686399,47.30973808253535,87,0,No Failure
9462,M9461,L,301.9020426723563,309.94138857839846,1695.6933353701945,39.82121107689224,68,0,No Failure
9463,M9462,M,300.9250958455955,310.8892947854357,1394.8255335404174,21.76040215040895,203,0,No Failure
9464,M9463,L,300.7541218192568,310.4772112456554,1719.5701819939964,32.63240613223386,149,0,No Failure
9465,M9464,M,301.56285783893105,310.69663484057105,1416.106321573045,48.48122598812032,11,0,No Failure
9466,M9465,H,299.1496140934542,308.61012426719566,1548.0318542492398,36.9634956313748,92,0,No Failure
9467,M9466,H,299.2420318518836,310.14482385479937,1426.7677809242373,52.135478458075326,57,0,No Failure
9468,M9467,H,301.61955854512286,309.69285749076204,1677.8312347353788,27.86707322011148,230,0,No Failure
9469,M9468,L,297.3102264384376,311.46207188166875,1680.552397857028,46.96137678410808,38,0,No Failure
9470,M9469,L,295.71456030720293,310.1743956373779,1204.6437839713662,39.52467704960778,163,0,No Failure
9471,M9470,L,299.13343165274426,309.33094606528397,1765.059566844436,37.53214776624126,5,0,No Failure
9472,M9471,M,301.8617465781314,310.85250127595503,1975.2818385518387,28.216943296056684,175,0,No Failure
9473,M9472,M,300.51111939797363,310.5632977958646,1428.933463393742,42.100203440787,7,0,No Failure
9474,M9473,L,301.71458300824605,309.1783983273595,1474.6396856673555,29.911031498092054,69,0,No Failure
9475,M9474,H,295.96741137915365,309.6515102972308,1747.8859588480307,33.63939097451298,54,0,No Failure
9476,M9475,M,300.630993616647,309.66855354039166,1513.3534910611431,38.59332121588927,93,0,No Failure
9477,M9476,H,301.30772900928474,311.22746109227955,1499.2051379933812,36.342747256228634,60,0,No Failure
9478,M9477,M,297.2984051547786,310.2032418738784,1879.3937467774826,50.277898181657335,82,0,No Failure
9479,M9478,L,301.7241151810931,310.72678247856015,1229.1405677183945,14.098467508314826,93,0,No Failure
9480,M9479,L,299.7769622069884,309.5067282788699,1342.207373973254,38.21624478423884,216,0,No Failure
9481,M9480,L,306.14267340321203,310.33480029113946,1583.5645987111716,36.372213952623056,137,0,No Failure
9482,M9481,L,295.6455278622065,311.3033609029297,1176.0910812248599,39.914889809029034,47,0,No Failure
9483,M9482,M,302.7382287353495,309.63892323474937,1425.3981633193873,34.55725229059299,65,0,No Failure
9484,M9483,M,299.21168380694786,310.11515480383775,1423.5668739849548,50.23881134977163,109,0,No Failure
9485,M9484,M,296.7656965711199,308.6366937437624,1692.354764044463,37.42287168339381,106,0,No Failure
9486,M9485,M,298.94608971287,309.23444191008997,1638.5706069003838,41.32946268455517,151,0,No Failure
9487,M9486,L,300.5549584826749,309.6655571080022,1163.3545502341356,48.92255811506093,119,0,No Failure
9488,M9487,L,302.0749333391301,308.9391606910483,1361.37533166309,40.520025378540055,27,0,No Failure
9489,M9488,L,303.44392857626434,311.32197367752184,1361.9887431812797,27.30790474427498,33,0,No Failure
9490,M9489,L,302.8437861774087,309.1619929797585,1456.684824649932,35.7341566921519,56,0,No Failure
9491,M9490,L,298.06923595859104,310.78679859211724,1280.4905620781306,38.758828891485614,66,0,HDF
9492,M9491,L,302.2603293845322,310.18683623753145,1590.3295883943333,23.53437816499948,25,0,No Failure
9493,M9492,L,300.7825699142417,310.0308519485105,1361.1625861392513,32.881907179400024,190,0,No Failure
9494,M9493,L,298.690793958142,311.48616364496513,1617.7243872007446,39.31733279522953,149,0,No Failure
9495,M9494,M,299.57617881304503,307.7393997030724,1499.4291512336606,60.12203939736586,223,0,No Failure
9496,M9495,L,298.58031468111056,309.80379510317687,1305.384972197922,43.71101960329351,106,0,No Failure
9497,M9496,L,300.0741846838729,308.91961966343456,1777.6554605490992,41.5773907308439,163,0,No Failure
9498,M9497,L,298.54068423541173,308.03857959086696,1783.5453268566087,56.90627969006272,205,0,No Failure
9499,M9498,H,297.94401185356514,308.8052682662423,1558.0690630419558,45.87848090929322,36,0,No Failure
9500,M9499,L,300.95823825556556,310.01723753500306,1452.1587574311964,47.28894936385296,130,0,No Failure
9501,M9500,L,301.25746109651925,309.27465287079355,1288.741437325044,35.93104217668813,219,0,No Failure
9502,M9501,M,299.6248059998168,310.89661358982517,1714.222673974486,27.34525507150712,89,0,RNF
9503,M9502,L,302.735302607872,309.78615415205866,1664.5279070046265,42.616475504975504,231,1,No Failure
9504,M9503,H,299.47913882700976,309.6752616452791,1337.200810997395,58.22199071288496,201,0,No Failure
9505,M9504,L,299.3944509097489,309.6797190494939,1362.6374532638367,55.13032037770793,63,0,No Failure
9506,M9505,L,301.3209779646914,309.90150559387047,1591.3840928351426,46.578407990469984,107,0,No Failure
9507,M9506,L,299.7351488301133,309.5815214650572,1264.9112505297667,33.1339548197501,217,0,No Failure
9508,M9507,M,300.1695954580523,309.1487463024358,1374.8627152501217,24.493659855097484,103,0,No Failure
9509,M9508,L,294.95912305876186,310.989184883976,1291.8868670054737,31.77752717749222,150,0,No Failure
9510,M9509,L,300.03341476947594,309.375904949611,1298.3331980731296,42.1771159951343,198,0,No Failure
9511,M9510,L,296.3456081250575,309.61647338365384,1355.9871011604598,35.28988825358712,225,0,No Failure
9512,M9511,L,297.55809885800227,310.4294050800903,1681.2008309011085,50.020556845683785,57,0,No Failure
9513,M9512,L,297.329354922489,310.31874124615723,1149.0907039319259,25.108119266549203,139,0,No Failure
9514,M9513,M,297.91483369293235,309.10656193765396,1586.6968559957943,38.71241435924967,85,0,No Failure
9515,M9514,M,298.9022922807355,310.75498194411074,1551.5894665620394,32.333114467693825,51,0,No Failure
9516,M9515,L,299.02701476890905,310.5376703398384,1693.6687528169862,49.912875604445794,10,0,No Failure
9517,M9516,L,301.3285504085143,310.17797483418724,1551.4097974260999,45.426109726905565,8,0,No Failure
9518,M9517,M,300.4447756282694,309.5686831494185,1424.2321350667735,31.689944396433717,132,0,No Failure
9519,M9518,L,296.197851142364,309.5932693094786,1336.938054912027,48.542097212224434,69,0,No Failure
9520,M9519,L,300.1665892750936,309.7982028969984,1698.0823347818903,23.772365480145258,70,0,No Failure
9521,M9520,L,300.63651049316684,308.7681680588722,1599.3896168510585,22.135050366410713,109,0,No Failure
9522,M9521,M,299.3428669674941,309.96073155140306,1401.372868236757,31.148298382008782,145,0,TWF
9523,M9522,H,299.8782280461866,310.892102040447,1681.782344833332,20.170989546909755,206,0,No Failure
9524,M9523,M,300.3806202507941,310.876371189834,1410.8243569587771,38.8743660012951,64,0,No Failure
9525,M9524,L,301.52919919527113,309.61914822872353,1499.8116269012007,39.19211948935526,111,0,No Failure
9526,M9525,L,296.8502400250745,311.06408327272555,1379.1032582910739,35.9449630856276,78,0,No Failure
9527,M9526,M,299.5113659227207,311.90590455452946,1606.7683808800457,45.3891569357605,53,0,No Failure
9528,M9527,L,303.01667219611545,309.68379246473717,1301.161729962024,32.76608280618597,136,0,No Failure
9529,M9528,H,302.8333226165959,310.69151470643214,1440.2822623867696,27.023640019851133,70,0,No Failure
9530,M9529,H,301.7018738555516,307.73719003730923,1369.089243349777,32.02768236096327,235,0,No Failure
9531,M9530,L,301.07364936791134,308.741853271818,1552.7423923324034,27.796239907292833,187,0,RNF
9532,M9531,H,303.3092694968042,310.0911210293335,1577.6975836482065,33.882436412023196,136,0,No Failure
9533,M9532,L,303.83569600321334,308.9932669374816,1279.167814581665,45.96017330444516,171,0,No Failure
9534,M9533,M,299.7418400239063,312.03920204472246,1581.286277764949,22.435817695380273,138,0,No Failure
9535,M9534,L,298.06113511342335,310.59787968729654,1204.6553232617928,36.60310987532933,130,0,No Failure
9536,M9535,L,299.459415364751,310.96583164685813,1938.394634287792,49.576182306939515,204,0,No Failure
9537,M9536,M,306.1933910275441,309.9709735938394,1397.7053861439801,50.71710470512777,4,0,No Failure
9538,M9537,M,296.8612873145496,308.9967919801363,1709.8521329937885,33.179743186301735,159,0,No Failure
9539,M9538,L,299.05892172094116,309.48118971782515,1540.2332785131666,62.13223887419304,149,0,HDF
9540,M9539,L,297.1746176950147,310.2543804796264,1548.3591002038343,29.483913816348107,53,0,No Failure
9541,M9540,L,300.2495277257548,309.362084661591,1266.7852148307486,37.71529854097795,180,0,No Failure
9542,M9541,L,297.5946179422103,310.6711919917272,1668.6881718163277,28.297122939258223,189,0,No Failure
9543,M9542,L,299.78249795433277,310.7114149692046,1509.7294263828799,44.33085890165428,177,0,No Failure
9544,M9543,L,296.0998096799625,310.0049813039396,1594.0279377368781,68.01220725090388,106,0,No Failure
9545,M9544,L,301.2352413301693,308.174364912983,1481.8571354309765,58.4374103016662,25,0,No Failure
9546,M9545,L,302.44469051293595,311.71478493366595,1526.008612583325,48.46393767533152,66,0,No Failure
9547,M9546,L,299.23211275587306,309.7873271433105,1322.5656811536464,33.925095651099824,181,0,No Failure
9548,M9547,L,299.7297399858486,312.709276648471,1469.4217846338552,38.32067021283637,168,0,No Failure
9549,M9548,L,299.6731855385374,310.6525356963522,1416.022158336131,51.16046386201141,126,0,No Failure
9550,M9549,H,300.36182135045004,309.79004492326794,1358.885760448777,47.495062692410364,121,1,No Failure
9551,M9550,L,299.92366082606713,310.447821876498,1526.9051479389827,40.829173897511964,135,0,HDF
9552,M9551,H,301.5362339048614,307.98071448292137,1572.677391163703,41.41912408853502,23,0,No Failure
9553,M9552,M,302.4660782669019,311.02614240323595,1550.1544019459693,50.55700820396321,231,0,No Failure
9554,M9553,M,298.37185755501565,312.5669412375295,1479.5478410327069,53.03380272143549,12,0,No Failure
9555,M9554,M,299.38134301445143,307.91076652615664,1582.221811006051,24.992621182812222,74,0,No Failure
9556,M9555,M,301.8032388978495,309.7125909901743,1548.432842396355,42.270297197834914,229,0,No Failure
9557,M9556,L,297.1566619038819,309.8946618772085,1519.5054408989959,45.781732293132315,108,0,No Failure
9558,M9557,L,296.0585574363089,310.8752286291631,1533.2302039937915,34.67843777302053,187,0,No Failure
9559,M9558,M,300.452631905797,312.10597567416556,1736.600597953587,52.79020726071556,234,1,No Failure
9560,M9559,L,300.992692822141,310.38288212259556,1258.9852877194699,37.11479263976752,141,0,No Failure
9561,M9560,M,298.55539962409284,312.14179182421555,1436.2807660364215,53.06790082331963,45,0,No Failure
9562,M9561,L,298.8426978917591,310.1704324768847,1567.6349217245745,36.31657649116503,242,0,No Failure
9563,M9562,M,298.4796153565182,310.45142381879623,1183.4528195034668,42.59374670892964,4,0,No Failure
9564,M9563,L,298.26614952131115,310.32823556616023,1776.516896665214,42.372617827636915,238,0,No Failure
9565,M9564,L,301.3869916412092,311.2202997830051,1550.9635751448964,56.62626700790986,140,0,No Failure
9566,M9565,L,297.63900302600473,309.5776789418898,1691.380352884748,47.40997033429439,151,0,No Failure
9567,M9566,M,299.4689542771333,310.81828675876153,1723.9523757109766,35.423546991631355,143,0,No Failure
9568,M9567,M,298.1893276649703,308.76920339374357,1582.4905857821304,37.27745386655653,28,0,No Failure
9569,M9568,L,297.08942204819755,309.71549589534857,1053.48125891119,37.23830759859895,18,0,PWF
9570,M9569,M,301.74035634949354,309.3632563770612,1529.538844346042,40.18497420339154,80,0,No Failure
9571,M9570,L,298.9603495556529,310.08796155861796,1542.3773827057196,30.554489111217322,187,0,No Failure
9572,M9571,L,300.3768801608415,309.6839202505962,1282.626648885719,39.18668431011561,189,0,No Failure
